     FLOAT      	     FLOAT      	     FLOAT      	    INT     	     FLOAT      	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	     FLOAT      
      Myr       	      Myr       	      Myr       	     -      	       -        	     Msol     	     Msol     	     Rsol     	     Rsol     	     Lsol     	      K       	     Msol     	     Msol     	     Msol     	  Msol yr^-1  	      Myr       
      Age       	       dT       	      Time      	Stellar_Type	Metallicity@ZAMS	    Mass_0    	     Mass     	    Radius    	    R@ZAMS    	  Luminosity  	     Teff     	  Mass_Core   	 Mass_CO_Core 	 Mass_He_Core 	     Mdot     	      tMS       
  6.23487824e+01	  6.23487824e+01	  6.23487824e+01	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.135504e+00	  1.132326e+00	  1.532468e+00	  6.032969e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  1.24697565e+02	  6.23487824e+01	  1.24697565e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.138691e+00	  1.132326e+00	  1.544465e+00	  6.036277e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  1.87046347e+02	  6.23487824e+01	  1.87046347e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.141888e+00	  1.132326e+00	  1.556480e+00	  6.039510e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  2.49395130e+02	  6.23487824e+01	  2.49395130e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.145096e+00	  1.132326e+00	  1.568510e+00	  6.042664e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  3.11743912e+02	  6.23487824e+01	  3.11743912e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.148315e+00	  1.132326e+00	  1.580554e+00	  6.045739e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  3.74092694e+02	  6.23487824e+01	  3.74092694e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.151546e+00	  1.132326e+00	  1.592612e+00	  6.048732e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  4.36441477e+02	  6.23487824e+01	  4.36441477e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.154790e+00	  1.132326e+00	  1.604683e+00	  6.051643e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  4.98790259e+02	  6.23487824e+01	  4.98790259e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.158047e+00	  1.132326e+00	  1.616764e+00	  6.054469e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  5.61139042e+02	  6.23487824e+01	  5.61139042e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.161318e+00	  1.132326e+00	  1.628855e+00	  6.057208e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
  6.23487824e+02	  6.23487824e+01	  6.23487824e+02	           1	    3.000000e-02	  1.200000e+00	  1.200000e+00	  1.164604e+00	  1.132326e+00	  1.640956e+00	  6.059860e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  6.23487824e+03
