     FLOAT      	     FLOAT      	     FLOAT      	    INT     	     FLOAT      	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	     FLOAT      
      Myr       	      Myr       	      Myr       	     -      	       -        	     Msol     	     Msol     	     Rsol     	     Rsol     	     Lsol     	      K       	     Msol     	     Msol     	     Msol     	  Msol yr^-1  	      Myr       
      Age       	       dT       	      Time      	Stellar_Type	Metallicity@ZAMS	    Mass_0    	     Mass     	    Radius    	    R@ZAMS    	  Luminosity  	     Teff     	  Mass_Core   	 Mass_CO_Core 	 Mass_He_Core 	     Mdot     	      tMS       
  4.74223287e+01	  4.74223287e+01	  4.74223287e+01	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.146129e+00	  1.142966e+00	  2.197975e+00	  6.571529e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  9.48446574e+01	  4.74223287e+01	  9.48446574e+01	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.149303e+00	  1.142966e+00	  2.213007e+00	  6.573640e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  1.42266986e+02	  4.74223287e+01	  1.42266986e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.152489e+00	  1.142966e+00	  2.228139e+00	  6.575740e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  1.89689315e+02	  4.74223287e+01	  1.89689315e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.155690e+00	  1.142966e+00	  2.243374e+00	  6.577825e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  2.37111643e+02	  4.74223287e+01	  2.37111643e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.158906e+00	  1.142966e+00	  2.258710e+00	  6.579889e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  2.84533972e+02	  4.74223287e+01	  2.84533972e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.162140e+00	  1.142966e+00	  2.274150e+00	  6.581927e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  3.31956301e+02	  4.74223287e+01	  3.31956301e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.165394e+00	  1.142966e+00	  2.289693e+00	  6.583935e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  3.79378630e+02	  4.74223287e+01	  3.79378630e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.168669e+00	  1.142966e+00	  2.305341e+00	  6.585907e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  4.26800958e+02	  4.74223287e+01	  4.26800958e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.171967e+00	  1.142966e+00	  2.321094e+00	  6.587838e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
  4.74223287e+02	  4.74223287e+01	  4.74223287e+02	           1	    1.000000e-02	  1.200000e+00	  1.200000e+00	  1.175291e+00	  1.142966e+00	  2.336952e+00	  6.589724e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  4.74223287e+03
