     FLOAT      	     FLOAT      	     FLOAT      	    INT     	     FLOAT      	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	     FLOAT      
      Myr       	      Myr       	      Myr       	     -      	       -        	     Msol     	     Msol     	     Rsol     	     Rsol     	     Lsol     	      K       	     Msol     	     Msol     	     Msol     	  Msol yr^-1  	      Myr       
      Age       	       dT       	      Time      	Stellar_Type	Metallicity@ZAMS	    Mass_0    	     Mass     	    Radius    	    R@ZAMS    	  Luminosity  	     Teff     	  Mass_Core   	 Mass_CO_Core 	 Mass_He_Core 	     Mdot     	      tMS       
  2.55632683e+01	  2.55632683e+01	  2.55632683e+01	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.237620e+00	  1.234582e+00	  5.062252e+00	  7.790582e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  5.11265365e+01	  2.55632683e+01	  5.11265365e+01	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.240667e+00	  1.234582e+00	  5.094200e+00	  7.793256e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  7.66898048e+01	  2.55632683e+01	  7.66898048e+01	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.243727e+00	  1.234582e+00	  5.126413e+00	  7.795939e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  1.02253073e+02	  2.55632683e+01	  1.02253073e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.246802e+00	  1.234582e+00	  5.158895e+00	  7.798624e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  1.27816341e+02	  2.55632683e+01	  1.27816341e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.249895e+00	  1.234582e+00	  5.191647e+00	  7.801301e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  1.53379610e+02	  2.55632683e+01	  1.53379610e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.253009e+00	  1.234582e+00	  5.224674e+00	  7.803964e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  1.78942878e+02	  2.55632683e+01	  1.78942878e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.256146e+00	  1.234582e+00	  5.257976e+00	  7.806603e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  2.04506146e+02	  2.55632683e+01	  2.04506146e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.259309e+00	  1.234582e+00	  5.291557e+00	  7.809212e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  2.30069414e+02	  2.55632683e+01	  2.30069414e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.262501e+00	  1.234582e+00	  5.325419e+00	  7.811781e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
  2.55632683e+02	  2.55632683e+01	  2.55632683e+02	           1	    5.000000e-03	  1.400000e+00	  1.400000e+00	  1.265725e+00	  1.234582e+00	  5.359566e+00	  7.814303e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.55632683e+03
