     FLOAT      	     FLOAT      	     FLOAT      	    INT     	     FLOAT      	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	    FLOAT     	     FLOAT      
      Myr       	      Myr       	      Myr       	     -      	       -        	     Msol     	     Msol     	     Rsol     	     Rsol     	     Lsol     	      K       	     Msol     	     Msol     	     Msol     	  Msol yr^-1  	      Myr       
      Age       	       dT       	      Time      	Stellar_Type	Metallicity@ZAMS	    Mass_0    	     Mass     	    Radius    	    R@ZAMS    	  Luminosity  	     Teff     	  Mass_Core   	 Mass_CO_Core 	 Mass_He_Core 	     Mdot     	      tMS       
  2.09592412e+01	  2.09592412e+01	  2.09592412e+01	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.251575e+00	  1.248191e+00	  6.780571e+00	  8.334233e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  4.19184824e+01	  2.09592412e+01	  4.19184824e+01	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.254972e+00	  1.248191e+00	  6.821169e+00	  8.335377e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  6.28777236e+01	  2.09592412e+01	  6.28777236e+01	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.258384e+00	  1.248191e+00	  6.862114e+00	  8.336533e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  8.38369647e+01	  2.09592412e+01	  8.38369647e+01	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.261814e+00	  1.248191e+00	  6.903410e+00	  8.337692e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  1.04796206e+02	  2.09592412e+01	  1.04796206e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.265265e+00	  1.248191e+00	  6.945061e+00	  8.338844e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  1.25755447e+02	  2.09592412e+01	  1.25755447e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.268740e+00	  1.248191e+00	  6.987069e+00	  8.339978e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  1.46714688e+02	  2.09592412e+01	  1.46714688e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.272244e+00	  1.248191e+00	  7.029439e+00	  8.341086e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  1.67673929e+02	  2.09592412e+01	  1.67673929e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.275777e+00	  1.248191e+00	  7.072174e+00	  8.342156e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  1.88633171e+02	  2.09592412e+01	  1.88633171e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.279345e+00	  1.248191e+00	  7.115276e+00	  8.343180e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
  2.09592412e+02	  2.09592412e+01	  2.09592412e+02	           1	    5.000000e-03	  1.500000e+00	  1.500000e+00	  1.282950e+00	  1.248191e+00	  7.158751e+00	  8.344148e+03	  0.000000e+00	  0.000000e+00	  0.000000e+00	  0.000000e+00	  2.09592412e+03
