     FLOAT      ,     FLOAT      ,     FLOAT      ,    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT      
      Myr       ,      Myr       ,      Myr       ,     -      ,       -        ,     Msol     ,     Msol     ,     Rsol     ,     Rsol     ,     Lsol     ,     Tsol     ,     Msol     ,     Msol     ,     Msol     ,  Msol yr^-1  ,      Myr       
      Age       ,       dT       ,      Time      ,Stellar_Type,Metallicity@ZAMS,    Mass_0    ,     Mass     ,    Radius    ,    R@ZAMS    ,  Luminosity  ,     Teff     ,  Mass_Core   , Mass_CO_Core , Mass_He_Core ,     Mdot     ,      tMS       
  4.44557138e-02,  4.44385803e-02,  4.44385803e-02,           1,    1.420000e-02,  4.689148e+01,  4.689148e+01,  9.810131e+00,  9.751292e+00,  3.094190e+05,  7.530076e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.543103e-07,  4.44385803e+00
  8.89461055e-02,  4.44557138e-02,  8.88942940e-02,           1,    1.420000e-02,  4.685762e+01,  4.685762e+01,  9.864796e+00,  9.751292e+00,  3.106849e+05,  7.516852e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.616199e-07,  4.44557138e+00
  1.33471804e-01,  4.44730528e-02,  1.33367347e-01,           1,    1.420000e-02,  4.682342e+01,  4.682342e+01,  9.919758e+00,  9.751292e+00,  3.119681e+05,  7.503727e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.690519e-07,  4.44730528e+00
  1.78033454e-01,  4.44906013e-02,  1.77857948e-01,           1,    1.420000e-02,  4.678887e+01,  4.678887e+01,  9.975047e+00,  9.751292e+00,  3.132685e+05,  7.490688e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.766082e-07,  4.44906013e+00
  2.22631719e-01,  4.45083635e-02,  2.22366312e-01,           1,    1.420000e-02,  4.675396e+01,  4.675396e+01,  1.003070e+01,  9.751292e+00,  3.145863e+05,  7.477724e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.842908e-07,  4.45083635e+00
  2.67267278e-01,  4.45263437e-02,  2.66892655e-01,           1,    1.420000e-02,  4.671869e+01,  4.671869e+01,  1.008673e+01,  9.751292e+00,  3.159215e+05,  7.464823e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  7.921017e-07,  4.45263437e+00
  3.11940829e-01,  4.45445463e-02,  3.11437202e-01,           1,    1.420000e-02,  4.668305e+01,  4.668305e+01,  1.014320e+01,  9.751292e+00,  3.172742e+05,  7.451973e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.000426e-07,  4.45445463e+00
  3.56653090e-01,  4.45629756e-02,  3.56000177e-01,           1,    1.420000e-02,  4.664704e+01,  4.664704e+01,  1.020011e+01,  9.751292e+00,  3.186445e+05,  7.439163e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.081155e-07,  4.45629756e+00
  4.01404796e-01,  4.45816363e-02,  4.00581814e-01,           1,    1.420000e-02,  4.661065e+01,  4.661065e+01,  1.025752e+01,  9.751292e+00,  3.200324e+05,  7.426382e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.163221e-07,  4.45816363e+00
  4.46196703e-01,  4.46005329e-02,  4.45182346e-01,           1,    1.420000e-02,  4.657387e+01,  4.657387e+01,  1.031545e+01,  9.751292e+00,  3.214381e+05,  7.413617e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.246640e-07,  4.46005329e+00
  4.91029585e-01,  4.46196703e-02,  4.89802017e-01,           1,    1.420000e-02,  4.653669e+01,  4.653669e+01,  1.037395e+01,  9.751292e+00,  3.228616e+05,  7.400859e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.331430e-07,  4.46196703e+00
  5.35904238e-01,  4.46390531e-02,  5.34441070e-01,           1,    1.420000e-02,  4.649912e+01,  4.649912e+01,  1.043303e+01,  9.751292e+00,  3.243030e+05,  7.388095e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.417605e-07,  4.46390531e+00
  5.80821480e-01,  4.46586865e-02,  5.79099756e-01,           1,    1.420000e-02,  4.646113e+01,  4.646113e+01,  1.049275e+01,  9.751292e+00,  3.257624e+05,  7.375315e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.505181e-07,  4.46586865e+00
  6.25782148e-01,  4.46785754e-02,  6.23778332e-01,           1,    1.420000e-02,  4.642274e+01,  4.642274e+01,  1.055314e+01,  9.751292e+00,  3.272398e+05,  7.362508e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.594171e-07,  4.46785754e+00
  6.70787103e-01,  4.46987249e-02,  6.68477057e-01,           1,    1.420000e-02,  4.638392e+01,  4.638392e+01,  1.061423e+01,  9.751292e+00,  3.287353e+05,  7.349662e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.684589e-07,  4.46987249e+00
  7.15837227e-01,  4.47191402e-02,  7.13196197e-01,           1,    1.420000e-02,  4.634467e+01,  4.634467e+01,  1.067606e+01,  9.751292e+00,  3.302491e+05,  7.336768e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.776447e-07,  4.47191402e+00
  7.60933426e-01,  4.47398267e-02,  7.57936024e-01,           1,    1.420000e-02,  4.630499e+01,  4.630499e+01,  1.073868e+01,  9.751292e+00,  3.317810e+05,  7.323815e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.869756e-07,  4.47398267e+00
  8.06076629e-01,  4.47607898e-02,  8.02696813e-01,           1,    1.420000e-02,  4.626486e+01,  4.626486e+01,  1.080213e+01,  9.751292e+00,  3.333314e+05,  7.310792e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.964526e-07,  4.47607898e+00
  8.51267788e-01,  4.47820349e-02,  8.47478848e-01,           1,    1.420000e-02,  4.622429e+01,  4.622429e+01,  1.086643e+01,  9.751292e+00,  3.349001e+05,  7.297688e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.060766e-07,  4.47820349e+00
  8.96507881e-01,  4.48035678e-02,  8.92282416e-01,           1,    1.420000e-02,  4.618325e+01,  4.618325e+01,  1.093165e+01,  9.751292e+00,  3.364874e+05,  7.284494e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.158485e-07,  4.48035678e+00
  9.41797910e-01,  4.48253941e-02,  9.37107810e-01,           1,    1.420000e-02,  4.614175e+01,  4.614175e+01,  1.099781e+01,  9.751292e+00,  3.380931e+05,  7.271199e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.257687e-07,  4.48253941e+00
  9.87138901e-01,  4.48475195e-02,  9.81955330e-01,           1,    1.420000e-02,  4.609978e+01,  4.609978e+01,  1.106496e+01,  9.751292e+00,  3.397175e+05,  7.257793e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.358379e-07,  4.48475195e+00
  1.03253191e+00,  4.48699501e-02,  1.02682528e+00,           1,    1.420000e-02,  4.605733e+01,  4.605733e+01,  1.113315e+01,  9.751292e+00,  3.413606e+05,  7.244266e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.460563e-07,  4.48699501e+00
  1.07797801e+00,  4.48926917e-02,  1.07171797e+00,           1,    1.420000e-02,  4.601440e+01,  4.601440e+01,  1.120241e+01,  9.751292e+00,  3.430224e+05,  7.230608e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.564243e-07,  4.48926917e+00
  1.12347831e+00,  4.49157504e-02,  1.11663372e+00,           1,    1.420000e-02,  4.597097e+01,  4.597097e+01,  1.127281e+01,  9.751292e+00,  3.447031e+05,  7.216810e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.669417e-07,  4.49157504e+00
  1.16903395e+00,  4.49391325e-02,  1.16157285e+00,           1,    1.420000e-02,  4.592703e+01,  4.592703e+01,  1.134437e+01,  9.751292e+00,  3.464026e+05,  7.202861e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.776085e-07,  4.49391325e+00
  1.21464607e+00,  4.49628441e-02,  1.20653570e+00,           1,    1.420000e-02,  4.588259e+01,  4.588259e+01,  1.141716e+01,  9.751292e+00,  3.481211e+05,  7.188752e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.884242e-07,  4.49628441e+00
  1.26031588e+00,  4.49868916e-02,  1.25152259e+00,           1,    1.420000e-02,  4.583763e+01,  4.583763e+01,  1.149122e+01,  9.751292e+00,  3.498586e+05,  7.174474e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.993884e-07,  4.49868916e+00
  1.30604458e+00,  4.50112814e-02,  1.29653387e+00,           1,    1.420000e-02,  4.579215e+01,  4.579215e+01,  1.156660e+01,  9.751292e+00,  3.516152e+05,  7.160016e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.010500e-06,  4.50112814e+00
  1.35183342e+00,  4.50360200e-02,  1.34156989e+00,           1,    1.420000e-02,  4.574613e+01,  4.574613e+01,  1.164335e+01,  9.751292e+00,  3.533909e+05,  7.145371e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.021758e-06,  4.50360200e+00
  1.39768367e+00,  4.50611140e-02,  1.38663101e+00,           1,    1.420000e-02,  4.569958e+01,  4.569958e+01,  1.172153e+01,  9.751292e+00,  3.551858e+05,  7.130528e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.033162e-06,  4.50611140e+00
