     FLOAT      ,     FLOAT      ,     FLOAT      ,    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT      
      Myr       ,      Myr       ,      Myr       ,     -      ,       -        ,     Msol     ,     Msol     ,     Rsol     ,     Rsol     ,     Lsol     ,     Tsol     ,     Msol     ,     Msol     ,     Msol     ,  Msol yr^-1  ,      Myr       
      Age       ,       dT       ,      Time      ,Stellar_Type,Metallicity@ZAMS,    Mass_0    ,     Mass     ,    Radius    ,    R@ZAMS    ,  Luminosity  ,     Teff     ,  Mass_Core   , Mass_CO_Core , Mass_He_Core ,     Mdot     ,      tMS       
  3.28830025e-02,  3.28695517e-02,  3.28695517e-02,           1,    1.420000e-02,  1.176236e+02,  1.176236e+02,  1.796501e+01,  1.782123e+01,  1.662408e+06,  8.471701e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.561670e-06,  3.28695517e+00
  6.57932971e-02,  3.28830025e-02,  6.57525542e-02,           1,    1.420000e-02,  1.173398e+02,  1.173398e+02,  1.808116e+01,  1.782123e+01,  1.663824e+06,  8.446245e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.629732e-06,  3.28830025e+00
  9.87314824e-02,  3.28966486e-02,  9.86492027e-02,           1,    1.420000e-02,  1.170537e+02,  1.170537e+02,  1.819761e+01,  1.782123e+01,  1.665312e+06,  8.421060e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.698508e-06,  3.28966486e+00
  1.31698174e-01,  3.29104941e-02,  1.31559697e-01,           1,    1.420000e-02,  1.167651e+02,  1.167651e+02,  1.831440e+01,  1.782123e+01,  1.666870e+06,  8.396129e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.768024e-06,  3.29104941e+00
  1.64694004e-01,  3.29245434e-02,  1.64484240e-01,           1,    1.420000e-02,  1.164741e+02,  1.164741e+02,  1.843161e+01,  1.782123e+01,  1.668498e+06,  8.371433e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.838303e-06,  3.29245434e+00
  1.97719626e-01,  3.29388009e-02,  1.97423041e-01,           1,    1.420000e-02,  1.161806e+02,  1.161806e+02,  1.854929e+01,  1.782123e+01,  1.670193e+06,  8.346952e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.909367e-06,  3.29388009e+00
  2.30775709e-01,  3.29532710e-02,  2.30376312e-01,           1,    1.420000e-02,  1.158847e+02,  1.158847e+02,  1.866752e+01,  1.782123e+01,  1.671953e+06,  8.322670e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  8.981237e-06,  3.29532710e+00
  2.63862945e-01,  3.29679585e-02,  2.63344271e-01,           1,    1.420000e-02,  1.155862e+02,  1.155862e+02,  1.878636e+01,  1.782123e+01,  1.673777e+06,  8.298566e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.053931e-06,  3.29679585e+00
  2.96982044e-01,  3.29828681e-02,  2.96327139e-01,           1,    1.420000e-02,  1.152851e+02,  1.152851e+02,  1.890587e+01,  1.782123e+01,  1.675662e+06,  8.274624e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.127464e-06,  3.29828681e+00
  3.30133740e-01,  3.29980049e-02,  3.29325144e-01,           1,    1.420000e-02,  1.149815e+02,  1.149815e+02,  1.902613e+01,  1.782123e+01,  1.677608e+06,  8.250825e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.201850e-06,  3.29980049e+00
  3.63318787e-01,  3.30133740e-02,  3.62338518e-01,           1,    1.420000e-02,  1.146752e+02,  1.146752e+02,  1.914720e+01,  1.782123e+01,  1.679612e+06,  8.227152e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.277101e-06,  3.30133740e+00
  3.96537964e-01,  3.30289807e-02,  3.95367498e-01,           1,    1.420000e-02,  1.143663e+02,  1.143663e+02,  1.926917e+01,  1.782123e+01,  1.681672e+06,  8.203587e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.353225e-06,  3.30289807e+00
  4.29792073e-01,  3.30448304e-02,  4.28412329e-01,           1,    1.420000e-02,  1.140547e+02,  1.140547e+02,  1.939209e+01,  1.782123e+01,  1.683785e+06,  8.180113e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.430229e-06,  3.30448304e+00
  4.63081939e-01,  3.30609287e-02,  4.61473257e-01,           1,    1.420000e-02,  1.137403e+02,  1.137403e+02,  1.951606e+01,  1.782123e+01,  1.685951e+06,  8.156713e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.508118e-06,  3.30609287e+00
  4.96408414e-01,  3.30772813e-02,  4.94550539e-01,           1,    1.420000e-02,  1.134232e+02,  1.134232e+02,  1.964114e+01,  1.782123e+01,  1.688167e+06,  8.133370e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.586892e-06,  3.30772813e+00
  5.29772376e-01,  3.30938943e-02,  5.27644433e-01,           1,    1.420000e-02,  1.131033e+02,  1.131033e+02,  1.976741e+01,  1.782123e+01,  1.690430e+06,  8.110067e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.666550e-06,  3.30938943e+00
  5.63174731e-01,  3.31107735e-02,  5.60755206e-01,           1,    1.420000e-02,  1.127806e+02,  1.127806e+02,  1.989495e+01,  1.782123e+01,  1.692738e+06,  8.086787e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.747089e-06,  3.31107735e+00
  5.96616410e-01,  3.31279253e-02,  5.93883132e-01,           1,    1.420000e-02,  1.124550e+02,  1.124550e+02,  2.002385e+01,  1.782123e+01,  1.695090e+06,  8.063514e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.828500e-06,  3.31279253e+00
  6.30098374e-01,  3.31453561e-02,  6.27028488e-01,           1,    1.420000e-02,  1.121265e+02,  1.121265e+02,  2.015419e+01,  1.782123e+01,  1.697482e+06,  8.040232e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.910774e-06,  3.31453561e+00
  6.63621615e-01,  3.31630723e-02,  6.60191560e-01,           1,    1.420000e-02,  1.117951e+02,  1.117951e+02,  2.028606e+01,  1.782123e+01,  1.699913e+06,  8.016925e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  9.993898e-06,  3.31630723e+00
  6.97187152e-01,  3.31810807e-02,  6.93372641e-01,           1,    1.420000e-02,  1.114607e+02,  1.114607e+02,  2.041953e+01,  1.782123e+01,  1.702379e+06,  7.993577e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.007785e-05,  3.31810807e+00
  7.30796037e-01,  3.31993882e-02,  7.26572029e-01,           1,    1.420000e-02,  1.111233e+02,  1.111233e+02,  2.055471e+01,  1.782123e+01,  1.704879e+06,  7.970172e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.016262e-05,  3.31993882e+00
  7.64449354e-01,  3.32180017e-02,  7.59790031e-01,           1,    1.420000e-02,  1.107829e+02,  1.107829e+02,  2.069168e+01,  1.782123e+01,  1.707410e+06,  7.946695e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.024817e-05,  3.32180017e+00
  7.98148217e-01,  3.32369284e-02,  7.93026959e-01,           1,    1.420000e-02,  1.104394e+02,  1.104394e+02,  2.083054e+01,  1.782123e+01,  1.709969e+06,  7.923131e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.033449e-05,  3.32369284e+00
  8.31893777e-01,  3.32561757e-02,  8.26283135e-01,           1,    1.420000e-02,  1.100928e+02,  1.100928e+02,  2.097137e+01,  1.782123e+01,  1.712554e+06,  7.899464e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.042153e-05,  3.32561757e+00
  8.65687215e-01,  3.32757511e-02,  8.59558886e-01,           1,    1.420000e-02,  1.097431e+02,  1.097431e+02,  2.111429e+01,  1.782123e+01,  1.715161e+06,  7.875679e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.050926e-05,  3.32757511e+00
  8.99529750e-01,  3.32956621e-02,  8.92854548e-01,           1,    1.420000e-02,  1.093902e+02,  1.093902e+02,  2.125938e+01,  1.782123e+01,  1.717789e+06,  7.851762e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.059765e-05,  3.32956621e+00
  9.33422633e-01,  3.33159167e-02,  9.26170465e-01,           1,    1.420000e-02,  1.090342e+02,  1.090342e+02,  2.140676e+01,  1.782123e+01,  1.720435e+06,  7.827698e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.068664e-05,  3.33159167e+00
  9.67367152e-01,  3.33365226e-02,  9.59506987e-01,           1,    1.420000e-02,  1.086750e+02,  1.086750e+02,  2.155652e+01,  1.782123e+01,  1.723095e+06,  7.803473e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.077618e-05,  3.33365226e+00
  1.00136463e+00,  3.33574880e-02,  9.92864475e-01,           1,    1.420000e-02,  1.083125e+02,  1.083125e+02,  2.170879e+01,  1.782123e+01,  1.725767e+06,  7.779072e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.086623e-05,  3.33574880e+00
  1.03541644e+00,  3.33788211e-02,  1.02624330e+00,           1,    1.420000e-02,  1.079468e+02,  1.079468e+02,  2.186365e+01,  1.782123e+01,  1.728448e+06,  7.754481e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.095672e-05,  3.33788211e+00
