    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
     -      ,     Msol     ,     Msol     ,      AU       ,        -        ,                -                ,       -       ,      -       ,          -           ,                -                ,       -       ,      -       ,          -           ,    yr^-1     ,    yr^-1     ,      kms^-1      ,      kms^-1      ,    kms^-1     ,    kms^-1     ,      -       ,      -       ,      -       ,        -         ,        -         , State ,Event ,     Event     ,         -         ,      -       ,         -         ,      -       ,  -   
    SEED    , Mass@ZAMS_1  , Mass@ZAMS_2  ,Separation@ZAMS,Eccentricity@ZAMS,SN_Kick_Magnitude_Random_Number_1,SN_Kick_Theta_1,SN_Kick_Phi_1 ,SN_Kick_Mean_Anomaly_1,SN_Kick_Magnitude_Random_Number_2,SN_Kick_Theta_2,SN_Kick_Phi_2 ,SN_Kick_Mean_Anomaly_2, Omega@ZAMS_1 , Omega@ZAMS_2 ,Sigma_Kick_CCSN_NS,Sigma_Kick_CCSN_BH,Sigma_Kick_ECSN,Sigma_Kick_USSN,LBV_Multiplier,WR_Multiplier ,   CE_Alpha   ,Metallicity@ZAMS_1,Metallicity@ZAMS_2,Unbound,Merger,Merger_At_Birth,Stellar_Type@ZAMS_1,Stellar_Type_1,Stellar_Type@ZAMS_2,Stellar_Type_2,Error 
         126,  1.000000e+00,  3.000000e+00,   2.634441e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         127,  1.000000e+00,  3.000000e+00,   1.245470e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         128,  1.000000e+00,  3.000000e+00,   2.927846e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         129,  1.000000e+00,  3.000000e+00,   1.914814e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         130,  1.000000e+00,  3.000000e+00,   3.685709e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         131,  1.000000e+00,  3.000000e+00,   3.986708e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         132,  1.000000e+00,  3.000000e+00,   1.329277e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         133,  1.000000e+00,  3.000000e+00,   4.764688e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         134,  1.000000e+00,  3.000000e+00,   1.760413e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         135,  1.000000e+00,  3.000000e+00,   4.418917e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         136,  1.000000e+00,  3.000000e+00,   4.100754e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         137,  1.000000e+00,  3.000000e+00,   5.962122e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         138,  1.000000e+00,  3.000000e+00,   9.939603e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         139,  1.000000e+00,  3.000000e+00,   9.201308e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         140,  1.000000e+00,  3.000000e+00,   9.808940e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         141,  1.000000e+00,  3.000000e+00,   4.672421e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         142,  1.000000e+00,  3.000000e+00,   4.057384e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         143,  1.000000e+00,  3.000000e+00,   8.933463e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         144,  1.000000e+00,  3.000000e+00,   2.362524e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         145,  1.000000e+00,  3.000000e+00,   1.355713e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         146,  1.000000e+00,  3.000000e+00,   9.827380e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         147,  1.000000e+00,  3.000000e+00,   2.929424e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         148,  1.000000e+00,  3.000000e+00,   2.002735e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         149,  1.000000e+00,  3.000000e+00,   3.351430e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         150,  1.000000e+00,  3.000000e+00,   4.308596e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         151,  1.000000e+00,  3.000000e+00,   1.199989e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         152,  1.000000e+00,  3.000000e+00,   6.236072e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         153,  1.000000e+00,  3.000000e+00,   3.897619e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         154,  1.000000e+00,  3.000000e+00,   1.073730e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         155,  1.000000e+00,  3.000000e+00,   4.067292e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         156,  1.000000e+00,  3.000000e+00,   1.796710e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         157,  1.000000e+00,  3.000000e+00,   1.547420e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.921002e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         158,  1.000000e+00,  3.000000e+00,   2.427043e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         159,  1.000000e+00,  3.000000e+00,   1.430163e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         160,  1.000000e+00,  3.000000e+00,   2.155615e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         161,  1.000000e+00,  3.000000e+00,   5.790212e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         162,  1.000000e+00,  3.000000e+00,   1.923093e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         163,  1.000000e+00,  3.000000e+00,   5.699745e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         164,  1.000000e+00,  3.000000e+00,   2.678742e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         165,  1.000000e+00,  3.000000e+00,   2.017862e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         166,  1.000000e+00,  3.000000e+00,   1.552230e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         167,  1.000000e+00,  3.000000e+00,   3.922078e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         168,  1.000000e+00,  3.000000e+00,   2.461473e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         169,  1.000000e+00,  3.000000e+00,   4.768295e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         170,  1.000000e+00,  3.000000e+00,   1.623984e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         171,  1.000000e+00,  3.000000e+00,   4.275478e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         172,  1.000000e+00,  3.000000e+00,   3.959200e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         173,  1.000000e+00,  3.000000e+00,   2.360641e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         174,  1.000000e+00,  3.000000e+00,   6.920778e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         175,  1.000000e+00,  3.000000e+00,   1.615665e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         176,  1.000000e+00,  3.000000e+00,   2.689993e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         177,  1.000000e+00,  3.000000e+00,   1.026418e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         178,  1.000000e+00,  3.000000e+00,   1.254253e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         179,  1.000000e+00,  3.000000e+00,   6.336073e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         180,  1.000000e+00,  3.000000e+00,   1.781937e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01, 6.953323e-310, 6.953323e-310,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
