    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
     -      ,     Msol     ,     Msol     ,      AU       ,        -        ,                -                ,       -       ,      -       ,          -           ,                -                ,       -       ,      -       ,          -           ,    yr^-1     ,    yr^-1     ,      kms^-1      ,      kms^-1      ,    kms^-1     ,    kms^-1     ,      -       ,      -       ,      -       ,        -         ,        -         , State ,Event ,     Event     ,         -         ,      -       ,         -         ,      -       ,  -   
    SEED    , Mass@ZAMS_1  , Mass@ZAMS_2  ,Separation@ZAMS,Eccentricity@ZAMS,SN_Kick_Magnitude_Random_Number_1,SN_Kick_Theta_1,SN_Kick_Phi_1 ,SN_Kick_Mean_Anomaly_1,SN_Kick_Magnitude_Random_Number_2,SN_Kick_Theta_2,SN_Kick_Phi_2 ,SN_Kick_Mean_Anomaly_2, Omega@ZAMS_1 , Omega@ZAMS_2 ,Sigma_Kick_CCSN_NS,Sigma_Kick_CCSN_BH,Sigma_Kick_ECSN,Sigma_Kick_USSN,LBV_Multiplier,WR_Multiplier ,   CE_Alpha   ,Metallicity@ZAMS_1,Metallicity@ZAMS_2,Unbound,Merger,Merger_At_Birth,Stellar_Type@ZAMS_1,Stellar_Type_1,Stellar_Type@ZAMS_2,Stellar_Type_2,Error 
          71,  1.000000e+00,  3.000000e+00,   5.524603e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          72,  1.000000e+00,  3.000000e+00,   2.672716e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
          73,  1.000000e+00,  3.000000e+00,   3.721857e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          74,  1.000000e+00,  3.000000e+00,   6.438863e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          75,  1.000000e+00,  3.000000e+00,   1.886952e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
          76,  1.000000e+00,  3.000000e+00,   1.751133e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          77,  1.000000e+00,  3.000000e+00,   4.747185e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          78,  1.000000e+00,  3.000000e+00,   1.558565e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
          79,  1.000000e+00,  3.000000e+00,   1.006173e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
          80,  1.000000e+00,  3.000000e+00,   1.223666e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
          81,  1.000000e+00,  3.000000e+00,   2.640441e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
          82,  1.000000e+00,  3.000000e+00,   1.261545e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          83,  1.000000e+00,  3.000000e+00,   1.067013e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          84,  1.000000e+00,  3.000000e+00,   1.528143e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
          85,  1.000000e+00,  3.000000e+00,   3.030367e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          86,  1.000000e+00,  3.000000e+00,   6.462905e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          87,  1.000000e+00,  3.000000e+00,   4.217516e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          88,  1.000000e+00,  3.000000e+00,   3.892281e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          89,  1.000000e+00,  3.000000e+00,   9.971886e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
          90,  1.000000e+00,  3.000000e+00,   4.094650e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
          91,  1.000000e+00,  3.000000e+00,   6.368166e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          92,  1.000000e+00,  3.000000e+00,   3.495602e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          93,  1.000000e+00,  3.000000e+00,   2.663283e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          94,  1.000000e+00,  3.000000e+00,   7.542983e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          95,  1.000000e+00,  3.000000e+00,   8.226478e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          96,  1.000000e+00,  3.000000e+00,   7.223498e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
          97,  1.000000e+00,  3.000000e+00,   2.227289e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          98,  1.000000e+00,  3.000000e+00,   8.493154e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
          99,  1.000000e+00,  3.000000e+00,   4.887809e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         100,  1.000000e+00,  3.000000e+00,   1.491488e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         101,  1.000000e+00,  3.000000e+00,   1.163040e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         102,  1.000000e+00,  3.000000e+00,   2.458818e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         103,  1.000000e+00,  3.000000e+00,   5.351122e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         104,  1.000000e+00,  3.000000e+00,   3.905553e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         105,  1.000000e+00,  3.000000e+00,   2.162518e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         106,  1.000000e+00,  3.000000e+00,   1.082080e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,            10,                  1,            11,     0
         107,  1.000000e+00,  3.000000e+00,   4.475276e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         108,  1.000000e+00,  3.000000e+00,   8.598932e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         109,  1.000000e+00,  3.000000e+00,   2.791528e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         110,  1.000000e+00,  3.000000e+00,   2.912295e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         111,  1.000000e+00,  3.000000e+00,   2.809834e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         112,  1.000000e+00,  3.000000e+00,   3.163942e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         113,  1.000000e+00,  3.000000e+00,   2.558244e+02,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         114,  1.000000e+00,  3.000000e+00,   4.041363e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         115,  1.000000e+00,  3.000000e+00,   6.086523e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,             8,     0
         116,  1.000000e+00,  3.000000e+00,   3.167193e+00,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         117,  1.000000e+00,  3.000000e+00,   6.392114e+00,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
         118,  1.000000e+00,  3.000000e+00,   5.896663e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         119,  1.000000e+00,  3.000000e+00,   2.462493e+02,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         120,  1.000000e+00,  3.000000e+00,   5.150177e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         121,  1.000000e+00,  3.000000e+00,   2.788196e-01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         122,  1.000000e+00,  3.000000e+00,   4.245876e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         123,  1.000000e+00,  3.000000e+00,   6.107687e+01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.200000e+00,      2.000000e-02,      2.000000e-02,0,0,0,                  1,             1,                  1,            15,     0
         124,  1.000000e+00,  3.000000e+00,   2.656193e-01,     0.000000e+00,                     5.543657e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,                     9.946114e-01,   5.543656e-01,  9.946114e-01,          5.543657e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.000000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            10,     0
         125,  1.000000e+00,  3.000000e+00,   1.063908e+01,     0.000000e+00,                     5.543657e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,                     9.946114e-01,   9.946113e-01,  5.543657e-01,          9.946114e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  0.000000e+00, -3.608549e+02,  1.100000e+00,      2.000000e-02,      2.000000e-02,0,1,0,                  1,            15,                  1,            11,     0
