     FLOAT      ,     FLOAT      ,     FLOAT      ,    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,     FLOAT      
      Myr       ,      Myr       ,      Myr       ,     -      ,       -        ,     Msol     ,     Msol     ,     Rsol     ,     Rsol     ,     Lsol     ,     Tsol     ,     Msol     ,     Msol     ,     Msol     ,  Msol yr^-1  ,      Myr       
      Age       ,       dT       ,      Time      ,Stellar_Type,Metallicity@ZAMS,    Mass_0    ,     Mass     ,    Radius    ,    R@ZAMS    ,  Luminosity  ,     Teff     ,  Mass_Core   , Mass_CO_Core , Mass_He_Core ,     Mdot     ,      tMS       
  3.99770619e-02,  3.99601823e-02,  3.99601823e-02,           1,    1.420000e-02,  5.856593e+01,  5.856593e+01,  1.133371e+01,  1.126198e+01,  4.807430e+05,  7.821538e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.478196e-06,  3.99601823e+00
  7.99883069e-02,  3.99770619e-02,  7.99372442e-02,           1,    1.420000e-02,  5.850628e+01,  5.850628e+01,  1.139842e+01,  1.126198e+01,  4.824274e+05,  7.806126e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.492190e-06,  3.99770619e+00
  1.20034383e-01,  3.99941535e-02,  1.19931398e-01,           1,    1.420000e-02,  5.844603e+01,  5.844603e+01,  1.146346e+01,  1.126198e+01,  4.841345e+05,  7.790827e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.506393e-06,  3.99941535e+00
  1.60115956e-01,  4.00114611e-02,  1.59942859e-01,           1,    1.420000e-02,  5.838518e+01,  5.838518e+01,  1.152887e+01,  1.126198e+01,  4.858643e+05,  7.775627e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.520812e-06,  4.00114611e+00
  2.00233708e-01,  4.00289890e-02,  1.99971848e-01,           1,    1.420000e-02,  5.832372e+01,  5.832372e+01,  1.159467e+01,  1.126198e+01,  4.876168e+05,  7.760513e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.535448e-06,  4.00289890e+00
  2.40388341e-01,  4.00467417e-02,  2.40018589e-01,           1,    1.420000e-02,  5.826163e+01,  5.826163e+01,  1.166092e+01,  1.126198e+01,  4.893920e+05,  7.745470e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.550306e-06,  4.00467417e+00
  2.80580572e-01,  4.00647234e-02,  2.80083313e-01,           1,    1.420000e-02,  5.819892e+01,  5.819892e+01,  1.172766e+01,  1.126198e+01,  4.911900e+05,  7.730485e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.565389e-06,  4.00647234e+00
  3.20811142e-01,  4.00829389e-02,  3.20166252e-01,           1,    1.420000e-02,  5.813556e+01,  5.813556e+01,  1.179492e+01,  1.126198e+01,  4.930106e+05,  7.715546e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.580700e-06,  4.00829389e+00
  3.61080808e-01,  4.01013928e-02,  3.60267645e-01,           1,    1.420000e-02,  5.807155e+01,  5.807155e+01,  1.186274e+01,  1.126198e+01,  4.948539e+05,  7.700638e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.596242e-06,  4.01013928e+00
  4.01390349e-01,  4.01200898e-02,  4.00387734e-01,           1,    1.420000e-02,  5.800687e+01,  5.800687e+01,  1.193118e+01,  1.126198e+01,  4.967198e+05,  7.685749e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.612019e-06,  4.01200898e+00
  4.41740564e-01,  4.01390349e-02,  4.40526769e-01,           1,    1.420000e-02,  5.794152e+01,  5.794152e+01,  1.200027e+01,  1.126198e+01,  4.986083e+05,  7.670866e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.628032e-06,  4.01390349e+00
  4.82132273e-01,  4.01582331e-02,  4.80685002e-01,           1,    1.420000e-02,  5.787549e+01,  5.787549e+01,  1.207006e+01,  1.126198e+01,  5.005194e+05,  7.655976e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.644284e-06,  4.01582331e+00
  5.22566318e-01,  4.01776894e-02,  5.20862692e-01,           1,    1.420000e-02,  5.780877e+01,  5.780877e+01,  1.214059e+01,  1.126198e+01,  5.024531e+05,  7.641067e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.660779e-06,  4.01776894e+00
  5.63043565e-01,  4.01974091e-02,  5.61060101e-01,           1,    1.420000e-02,  5.774133e+01,  5.774133e+01,  1.221191e+01,  1.126198e+01,  5.044092e+05,  7.626126e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.677517e-06,  4.01974091e+00
  6.03564901e-01,  4.02173975e-02,  6.01277499e-01,           1,    1.420000e-02,  5.767319e+01,  5.767319e+01,  1.228407e+01,  1.126198e+01,  5.063877e+05,  7.611141e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.694500e-06,  4.02173975e+00
  6.44131237e-01,  4.02376601e-02,  6.41515159e-01,           1,    1.420000e-02,  5.760431e+01,  5.760431e+01,  1.235711e+01,  1.126198e+01,  5.083887e+05,  7.596099e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.711731e-06,  4.02376601e+00
  6.84743509e-01,  4.02582023e-02,  6.81773361e-01,           1,    1.420000e-02,  5.753470e+01,  5.753470e+01,  1.243108e+01,  1.126198e+01,  5.104119e+05,  7.580988e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.729210e-06,  4.02582023e+00
  7.25402675e-01,  4.02790299e-02,  7.22052391e-01,           1,    1.420000e-02,  5.746433e+01,  5.746433e+01,  1.250603e+01,  1.126198e+01,  5.124574e+05,  7.565797e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.746938e-06,  4.02790299e+00
  7.66109721e-01,  4.03001486e-02,  7.62352539e-01,           1,    1.420000e-02,  5.739320e+01,  5.739320e+01,  1.258202e+01,  1.126198e+01,  5.145251e+05,  7.550513e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.764917e-06,  4.03001486e+00
  8.06865658e-01,  4.03215643e-02,  8.02674104e-01,           1,    1.420000e-02,  5.732130e+01,  5.732130e+01,  1.265909e+01,  1.126198e+01,  5.166150e+05,  7.535125e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.783146e-06,  4.03215643e+00
  8.47671520e-01,  4.03432829e-02,  8.43017387e-01,           1,    1.420000e-02,  5.724862e+01,  5.724862e+01,  1.273730e+01,  1.126198e+01,  5.187268e+05,  7.519621e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.801626e-06,  4.03432829e+00
  8.88528373e-01,  4.03653105e-02,  8.83382697e-01,           1,    1.420000e-02,  5.717514e+01,  5.717514e+01,  1.281670e+01,  1.126198e+01,  5.208606e+05,  7.503990e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.820356e-06,  4.03653105e+00
  9.29437306e-01,  4.03876533e-02,  9.23770350e-01,           1,    1.420000e-02,  5.710086e+01,  5.710086e+01,  1.289735e+01,  1.126198e+01,  5.230163e+05,  7.488221e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.839336e-06,  4.03876533e+00
  9.70399436e-01,  4.04103176e-02,  9.64180668e-01,           1,    1.420000e-02,  5.702575e+01,  5.702575e+01,  1.297929e+01,  1.126198e+01,  5.251937e+05,  7.472302e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.858565e-06,  4.04103176e+00
  1.01141591e+00,  4.04333098e-02,  1.00461398e+00,           1,    1.420000e-02,  5.694981e+01,  5.694981e+01,  1.306259e+01,  1.126198e+01,  5.273928e+05,  7.456222e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.878041e-06,  4.04333098e+00
  1.05248790e+00,  4.04566364e-02,  1.04507061e+00,           1,    1.420000e-02,  5.687304e+01,  5.687304e+01,  1.314731e+01,  1.126198e+01,  5.296134e+05,  7.439971e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.897762e-06,  4.04566364e+00
  1.09361661e+00,  4.04803039e-02,  1.08555092e+00,           1,    1.420000e-02,  5.679541e+01,  5.679541e+01,  1.323351e+01,  1.126198e+01,  5.318555e+05,  7.423538e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.917726e-06,  4.04803039e+00
  1.13480328e+00,  4.05043190e-02,  1.12605524e+00,           1,    1.420000e-02,  5.671691e+01,  5.671691e+01,  1.332124e+01,  1.126198e+01,  5.341189e+05,  7.406911e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.937929e-06,  4.05043190e+00
  1.17604916e+00,  4.05286885e-02,  1.16658393e+00,           1,    1.420000e-02,  5.663754e+01,  5.663754e+01,  1.341057e+01,  1.126198e+01,  5.364036e+05,  7.390082e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.958369e-06,  4.05286885e+00
  1.21735554e+00,  4.05534192e-02,  1.20713734e+00,           1,    1.420000e-02,  5.655729e+01,  5.655729e+01,  1.350157e+01,  1.126198e+01,  5.387093e+05,  7.373039e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.979041e-06,  4.05534192e+00
  1.25872376e+00,  4.05785181e-02,  1.24771586e+00,           1,    1.420000e-02,  5.647613e+01,  5.647613e+01,  1.359429e+01,  1.126198e+01,  5.410360e+05,  7.355772e+00,  0.000000e+00,  0.000000e+00,  0.000000e+00,  1.999940e-06,  4.05785181e+00
